名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
馨园网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,高新中一道长园新材料港7栋1楼,广东省,深圳市,南山区,113.9389721,22.5543636
迅雷网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,科技园北区同方信息港E栋2F,广东省,深圳市,南山区,113.9447849,22.55753805
力特曼宁体能运动馆,体育休闲服务,运动场馆,健身中心,高新中一道9号科兴科学园北门B-G20,广东省,深圳市,南山区,113.9388983,22.55241989
深圳市风飞城足球俱乐部培训基地,体育休闲服务,运动场馆,足球场,科苑路与高新中一道交叉口西北150米,广东省,深圳市,南山区,113.9396153,22.55389345
墨麟游戏,体育休闲服务,体育休闲服务场所,体育休闲服务场所,科苑路科兴科学园B栋3单元9层,广东省,深圳市,南山区,113.9396174,22.55223258
3D健身私教工作室,体育休闲服务,运动场馆,健身中心,科技园琼宇路特发信息科技大厦10楼B号,广东省,深圳市,南山区,113.9460532,22.55440967
椰子游戏,体育休闲服务,体育休闲服务场所,体育休闲服务场所,科兴科学园B3栋303室,广东省,深圳市,南山区,113.9397193,22.55189641
纪元体育足球场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,西丽街道科技园科苑路,广东省,深圳市,南山区,113.9431627,22.55176579
深圳超维网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,科技园特发信息港E栋8楼,广东省,深圳市,南山区,113.9451547,22.55294266
玩呗娱乐,体育休闲服务,体育休闲服务场所,体育休闲服务场所,科兴科学园B1栋12楼,广东省,深圳市,南山区,113.9385128,22.5523646
爱玩网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,科苑路科兴科技园B1栋901,广东省,深圳市,南山区,113.9387725,22.55217314
路通网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,科技园中区科丰路2号特发信息港A栋北六楼,广东省,深圳市,南山区,113.9458416,22.55317921
滚石健身俱乐部(科兴店)(装修中),体育休闲服务,体育休闲服务场所,体育休闲服务场所,科苑北路科兴科学园B3栋G层45A号,广东省,深圳市,南山区,113.9397662,22.55183433
一米阳光商务驿站社区书屋,体育休闲服务,体育休闲服务场所,体育休闲服务场所,北环大道与乌石头路交叉口北150米,广东省,深圳市,南山区,113.9455818,22.55708844
小多游戏,体育休闲服务,体育休闲服务场所,体育休闲服务场所,科兴科学园A1-1102,广东省,深圳市,南山区,113.9373922,22.55156267
科技园文体中心羽毛球馆,体育休闲服务,运动场馆,羽毛球场,琼宇路2号,广东省,深圳市,南山区,113.9464796,22.55389581
黑股网咖(南山松坪山店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,万昌百货2层201-6号,广东省,深圳市,南山区,113.9451952,22.55976302
GAME,体育休闲服务,体育休闲服务场所,体育休闲服务场所,科兴科学园B4栋12层R2,广东省,深圳市,南山区,113.9397922,22.55148631
一鸣跆拳道馆(南山区科技园道场),体育休闲服务,运动场馆,运动场所,科丰路与科特三街交叉口东北50米,广东省,深圳市,南山区,113.9465016,22.55303584
Hello lemon檬运动(科兴店),体育休闲服务,运动场馆,健身中心,科技中三路科兴科学园A106商铺(科兴科学园西门),广东省,深圳市,南山区,113.9373253,22.55179677
力特曼宁国际健身(南山科兴训练中心),体育休闲服务,运动场馆,健身中心,科技中三路106-1号附近,广东省,深圳市,南山区,113.9372094,22.55170698
遇见瑜伽生活馆,体育休闲服务,运动场馆,健身中心,铜鼓路城市山谷商业3楼(华润城旁7天酒店旁),广东省,深圳市,南山区,113.9488538,22.55351873
松坪山壹号激光影院体验会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,科技园北区松坪山1号路源兴科技大厦东座1楼,广东省,深圳市,南山区,113.9469797,22.55626956
篮球场,体育休闲服务,运动场馆,篮球场馆,欧环路与欧翔路交叉口西南100米,广东省,深圳市,南山区,113.9589003,22.55838364
天空之城自然科学互动体验中心,体育休闲服务,体育休闲服务场所,体育休闲服务场所,欧环路欧洲城香江家居MALL五楼(南山宜家),广东省,深圳市,南山区,113.960043,22.55939566
威逊体育羽毛球馆,体育休闲服务,运动场馆,羽毛球场,北环大道8228号大沙河公园内,广东省,深圳市,南山区,113.9590209,22.56048316
正杰武术馆,体育休闲服务,运动场馆,运动场所,沙河街道华侨城香山西街侨北二街茂华大厦302楼,广东省,深圳市,南山区,113.9693693,22.55573715
悦瑜伽,体育休闲服务,运动场馆,健身中心,华侨城香山西街波托菲诺香山里二期6栋1单元,广东省,深圳市,南山区,113.9706144,22.55589868
名爵健身,体育休闲服务,运动场馆,健身中心,茂华大厦6层,广东省,深圳市,南山区,113.9694641,22.5556529
民爵健身俱乐部,体育休闲服务,运动场馆,健身中心,侨北三街与桥北二街交叉口西南50米,广东省,深圳市,南山区,113.9696177,22.55565647
AUTO CLUB,体育休闲服务,体育休闲服务场所,体育休闲服务场所,高发二路与高发西路交叉口西50米,广东省,深圳市,南山区,113.9713486,22.55843941
侨城馨苑高端健身会所,体育休闲服务,运动场馆,健身中心,侨北三街与桥北二街交叉口西北50米,广东省,深圳市,南山区,113.9693822,22.5559771
浩哥篮球儿童运动馆,体育休闲服务,运动场馆,运动场所,华侨城侨北一街富田创意文化园1楼,广东省,深圳市,南山区,113.9679096,22.55483025
菲利斯少儿体适能,体育休闲服务,运动场馆,健身中心,华侨城侨北一街富田创意文化园2-211号,广东省,深圳市,南山区,113.9679675,22.55486808
LISME CLUB,体育休闲服务,体育休闲服务场所,体育休闲服务场所,侨北一街,广东省,深圳市,南山区,113.9680753,22.55390786
深业健身,体育休闲服务,运动场馆,健身中心,香山西街侨北一街富田创意文化园3层,广东省,深圳市,南山区,113.9673409,22.55422785
东龙跆拳道(安瑞祈店),体育休闲服务,运动场馆,运动场所,西丽桃源村青少年活动中心4层,广东省,深圳市,南山区,113.9742089,22.55985018
华侨城大型健身俱乐部,体育休闲服务,运动场馆,健身中心,香山西街20号,广东省,深圳市,南山区,113.9709988,22.55193091
青年活动中心,体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙珠大道桃源村,广东省,深圳市,南山区,113.9739066,22.55977905
MEGA-STRENGTH美格斯健身(华侨城店),体育休闲服务,运动场馆,健身中心,侨北一街富田创意文化园415(消防梯出门左拐),广东省,深圳市,南山区,113.967722,22.55470177
深圳市南山区桃源村气排球馆,体育休闲服务,运动场馆,运动场所,G4京港澳高速附近,广东省,深圳市,南山区,113.9740373,22.55924272
卓飞健身会,体育休闲服务,运动场馆,健身中心,龙珠大道桃源村青少年活动中心,广东省,深圳市,南山区,113.9739485,22.55956995
云顶健身俱乐部,体育休闲服务,运动场馆,健身中心,香山西街与侨北一街交汇处大豪家私(蓓蕾首地幼儿园后面),广东省,深圳市,南山区,113.9668111,22.55423529
香港3861水上乐园泳疗中心(南山店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙珠大道桃源村综合楼首层商铺和民街市东侧,广东省,深圳市,南山区,113.975034,22.55905688
八正跆拳道,体育休闲服务,运动场馆,跆拳道场馆,桃源村综合楼,广东省,深圳市,南山区,113.9747835,22.55966755
宝力翔羽毛球馆,体育休闲服务,运动场馆,羽毛球场,深云路11号,广东省,深圳市,南山区,113.9814737,22.55538037
鹏大桃苑球馆,体育休闲服务,运动场馆,运动场所,桃源村三期桃苑学校,广东省,深圳市,南山区,113.9807801,22.5592491
歌乐山会,体育休闲服务,运动场馆,运动场所,侨深路东100米,广东省,深圳市,南山区,113.9782506,22.55406597
深圳人人足球俱乐部,体育休闲服务,运动场馆,足球场,侨香路智慧广场A座2单元2301,广东省,深圳市,南山区,113.9776032,22.55305393
大数企业家俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,桥香路4068号智慧广场A栋1单元19楼,广东省,深圳市,南山区,113.9776112,22.55305091
璞岸会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,侨香路智慧广场A座1单元3楼,广东省,深圳市,南山区,113.9771992,22.55347508
晨星动漫,体育休闲服务,体育休闲服务场所,体育休闲服务场所,侨香路4068号智慧广场A栋1单元5楼,广东省,深圳市,南山区,113.9772042,22.55347606
雅善会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,侨香路智慧广场A栋B1层,广东省,深圳市,南山区,113.9772461,22.55297198
桃苑羽毛球馆,体育休闲服务,运动场馆,羽毛球场,桃源村三期桃苑球馆,广东省,深圳市,南山区,113.9801676,22.55988186
偲艺瑜伽,体育休闲服务,运动场馆,健身中心,深云村福到来购物中心一楼凌渊艺术中心,广东省,深圳市,南山区,113.9871205,22.55695835
香蜜体育中心,体育休闲服务,运动场馆,综合体育馆,侨香路与香蜜湖南路交界处(近地铁香蜜站和侨香站),广东省,深圳市,福田区,114.013796,22.55406246
古功夫肩颈(合美荟店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,侨香路翠海花园合美荟美容院13C,广东省,深圳市,福田区,114.0105358,22.55429195
世亚海武馆(侨乡店),体育休闲服务,运动场馆,运动场所,侨乡村泽田路翠海花园文化中心二层201号,广东省,深圳市,福田区,114.0118057,22.55452321
明星研国际会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,侨香路翠海花园二号门八号商铺,广东省,深圳市,福田区,114.0100221,22.55364251
芭蕾娜舞蹈创艺空间(香蜜湖店),体育休闲服务,运动场馆,健身中心,侨香路翠海花园2期21号商铺(翠海幼儿园对面),广东省,深圳市,福田区,114.0118806,22.55401203
香蜜山球馆,体育休闲服务,运动场馆,运动场所,香蜜湖路4001号(近北环香蜜湖立交),广东省,深圳市,福田区,114.0140862,22.55625344
大堂E栈,体育休闲服务,体育休闲服务场所,体育休闲服务场所,安托山九路侨香村12栋A座大堂,广东省,深圳市,福田区,114.0076129,22.55645342
尊尚国际健身俱乐部,体育休闲服务,运动场馆,健身中心,侨香路北侧安托山七路裕和大厦4层(华润万家对面),广东省,深圳市,福田区,114.0080819,22.55359726
运动会所健身房,体育休闲服务,体育休闲服务场所,体育休闲服务场所,福田街道农园路香域中央花园一楼,广东省,深圳市,福田区,114.0137134,22.55100093
国际公馆,体育休闲服务,运动场馆,健身中心,农轩路与润田路交叉口附近,广东省,深圳市,福田区,114.0095295,22.55074519
领航时尚健身会,体育休闲服务,运动场馆,健身中心,香蜜湖街道润田路28号中旅国际公馆2期会所,广东省,深圳市,福田区,114.0097979,22.5506514
德仕堡健康运动中心,体育休闲服务,运动场馆,综合体育馆|生活服务,侨香路1021号(近景田北),广东省,深圳市,福田区,114.0230547,22.55461439
亚特莱生活体验中心,体育休闲服务,运动场馆,健身中心|体育休闲服务,侨香路1011号1979文化创意园A区1栋1层,广东省,深圳市,福田区,114.0245585,22.5538324
e107国际生活俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,侨香路1016号附近,广东省,深圳市,福田区,114.0243897,22.55669062
瑞欧国际马术俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,红荔西路香蜜湖娱乐城西北面群众体育公园内10号,广东省,深圳市,福田区,114.0235788,22.55205017
HiFIT健身中心,体育休闲服务,运动场馆,健身中心,侨香东路1011号1979文化新天地B区2层216铺,广东省,深圳市,福田区,114.0249746,22.55452623
小太阳健身工作室,体育休闲服务,运动场馆,健身中心,侨香路豪峰园6栋1层(香蜜地铁站D出口),广东省,深圳市,福田区,114.0173225,22.55691013
大荣足球青训基地,体育休闲服务,运动场馆,足球场,香蜜湖路香蜜湖群众体育公园西南侧120米,广东省,深圳市,福田区,114.023539,22.5505444
修炼坊健身工作室,体育休闲服务,体育休闲服务场所,体育休闲服务场所,香蜜湖路熙园食府3楼,广东省,深圳市,福田区,114.0178675,22.55370984
活动室,体育休闲服务,体育休闲服务场所,体育休闲服务场所,香梅路附近,广东省,深圳市,福田区,114.0246271,22.55790088
财富健身(九号大院店),体育休闲服务,运动场馆,健身中心,香蜜湖侨香路九号大院内2栋1楼,广东省,深圳市,福田区,114.0175442,22.55460668
景田特发小区篮球场,体育休闲服务,运动场馆,篮球场馆,香梅北环跨线桥,广东省,深圳市,福田区,114.0247888,22.55787545
灼华网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,香蜜湖街道香蜜湖文化风情街1979文化创意园A区2栋401,广东省,深圳市,福田区,114.026183,22.55465001
HONE STUDIO健身工作室,体育休闲服务,体育休闲服务场所,体育休闲服务场所,香蜜湖路华润万家3层,广东省,深圳市,福田区,114.0178635,22.55371185
深圳市侨乡体育中心工程项目,体育休闲服务,体育休闲服务场所,体育休闲服务场所,北环大道与北环大道出口交叉口东南100米,广东省,深圳市,福田区,114.0234695,22.55991783
冠蓝国际篮球俱乐部香蜜湖篮球场,体育休闲服务,运动场馆,篮球场馆,香蜜湖路辅路,广东省,深圳市,福田区,114.0233005,22.55067503
香蜜湖体育中心,体育休闲服务,运动场馆,综合体育馆,侨香路1001号,广东省,深圳市,福田区,114.0269304,22.55519
龙威桌球室,体育休闲服务,运动场馆,台球厅,景田西路17号赛格景苑A座B1楼,广东省,深圳市,福田区,114.0327047,22.55663218
浩翔武馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,香梅路宏浩花园C栋3楼,广东省,深圳市,福田区,114.0322936,22.55590125
大堂E栈,体育休闲服务,体育休闲服务场所,体育休闲服务场所,香梅北路康欣园B栋大堂,广东省,深圳市,福田区,114.0327616,22.55609508
菲特健身工作室(景田店),体育休闲服务,运动场馆,健身中心,莲花街道景田北街香梅路天明居3楼01单元香梅北地铁站B3出口,广东省,深圳市,福田区,114.0300808,22.55689572
钜石健身,体育休闲服务,运动场馆,健身中心,莲花路2034号香景大厦1栋,广东省,深圳市,福田区,114.0340373,22.55454509
财富健身(香蜜湖一号分店),体育休闲服务,运动场馆,健身中心,香梅路香蜜湖一号会所2楼,广东省,深圳市,福田区,114.0306429,22.55371856
距石沃德会健身房,体育休闲服务,运动场馆,健身中心,莲花路2034号,广东省,深圳市,福田区,114.0342748,22.55511847
星蜕变概念健身工作室,体育休闲服务,体育休闲服务场所,体育休闲服务场所,景田网球中心二楼,广东省,深圳市,福田区,114.0305199,22.55866646
奔跑健身(香蜜湖店),体育休闲服务,运动场馆,健身中心,莲花街道莲花路2071号缔梦园三期2层,广东省,深圳市,福田区,114.0356253,22.55506723
精英健身俱乐部(香梅店),体育休闲服务,运动场馆,健身中心,香梅路718号水榭花都小区(工商银行香梅支行),广东省,深圳市,福田区,114.0329157,22.55053714
太极拳养生馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,香梅路718号附近,广东省,深圳市,福田区,114.0331013,22.55071967
景秀中学-羽毛球场,体育休闲服务,运动场馆,羽毛球场,景田北一街29号(近莲花路),广东省,深圳市,福田区,114.0349475,22.55632775
Hieflt健身中心,体育休闲服务,运动场馆,健身中心,香梅路17号附近,广东省,深圳市,福田区,114.0264005,22.55478042
瑜伽树,体育休闲服务,运动场馆,健身中心,莲花街道北环大道7043号青海大厦29A,广东省,深圳市,福田区,114.0280767,22.56034957
中航健身会(TT分店),体育休闲服务,运动场馆,健身中心,莲花路2067号缔梦园内,广东省,深圳市,福田区,114.0363919,22.55516041
悠然堂(景田店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,莲花路2055号(景田地铁C出口-怡枫园C栋5楼-悠然堂总部教培中心),广东省,深圳市,福田区,114.0405158,22.55524998
桦瑜伽工作室,体育休闲服务,运动场馆,健身中心,景田东路怡枫园14楼13A02室,广东省,深圳市,福田区,114.0406056,22.55552076
景上景桌球棋牌会所(景田店),体育休闲服务,运动场馆,台球厅,景田路77号擎天华庭7层,广东省,深圳市,福田区,114.0394996,22.55349739
领域健身会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,莲花路文博大厦四楼,广东省,深圳市,福田区,114.042844,22.55608884
阳光妈妈俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,莲花街道景田路78号妇儿大厦8楼804,广东省,深圳市,福田区,114.0395245,22.55541318
亚洲力量健身(景田店),体育休闲服务,运动场馆,健身中心,景田路79号(福田地税局对面),广东省,深圳市,福田区,114.0392051,22.55447198
正一道场(景田店),体育休闲服务,运动场馆,跆拳道场馆,景田东路润丰园B座1楼,广东省,深圳市,福田区,114.0418157,22.55522413
渤力健身俱乐部(景田店),体育休闲服务,运动场馆,健身中心,景田路81号碧景园综合楼5层,广东省,深圳市,福田区,114.0387937,22.55500387
领域WORLD健身中心(景田店),体育休闲服务,运动场馆,健身中心,景田商报东路与莲花路交叉口新世界文博中心33楼,广东省,深圳市,福田区,114.0427801,22.55600598
72变健身工作室(福田景田店),体育休闲服务,运动场馆,健身中心,景田路81号碧景园综合楼301室(景田地铁站B出口斜对面安小馆3楼),广东省,深圳市,福田区,114.038655,22.55501418
景田稻乐园,体育休闲服务,体育休闲服务场所,体育休闲服务场所,布尾村33栋,广东省,深圳市,福田区,114.039668,22.55798665
阿拉丁东方舞瑜伽会所,体育休闲服务,运动场馆,健身中心,莲花街道新洲北路景鹏大厦2栋306A(住宅外),广东省,深圳市,福田区,114.040869,22.55910088
领域WORD健身中心(景田旗舰店),体育休闲服务,运动场馆,健身中心,商报东路87号文博大厦4层,广东省,深圳市,福田区,114.0430307,22.55607644
景田村篮球场,体育休闲服务,运动场馆,篮球场馆,莲花路与景田路交汇处景田酒店一楼(地铁2号线景田站F出口),广东省,深圳市,福田区,114.0399724,22.55964482
闪电熊24小时健身房,体育休闲服务,运动场馆,运动场所,景鹏大厦2栋306,广东省,深圳市,福田区,114.0409029,22.55995573
古功夫肩颈(美肤馆店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,景田路中国茶宫综合楼10-03室,广东省,深圳市,福田区,114.0374289,22.55783977
TEQUILA,体育休闲服务,体育休闲服务场所,体育休闲服务场所,商报东路与菱歌道交叉口西北50米,广东省,深圳市,福田区,114.0435622,22.55145068
缪斯音乐,体育休闲服务,体育休闲服务场所,体育休闲服务场所,第一世界广场七巧国一楼,广东省,深圳市,福田区,114.0429781,22.55085696
益天颐添俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,景鹏大厦4栋1楼,广东省,深圳市,福田区,114.0408839,22.56032274
德修武术馆,体育休闲服务,运动场馆,运动场所,新洲路与红荔路交汇处第一世界广场七巧国三楼A3A4,广东省,深圳市,福田区,114.0432966,22.55084229
君驰私人健身工作室(景田店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,"红荔西路7002号第一世界广场B座6G(景田岁宝,奈瑞尔景田店)",广东省,深圳市,福田区,114.0433256,22.55104621
闪电熊全智能健身家园(景鹏分店),体育休闲服务,运动场馆,健身中心,商报东路景鹏大厦写字楼2栋306室,广东省,深圳市,福田区,114.0407991,22.55930801
正一道场(红荔西路店),体育休闲服务,运动场馆,跆拳道场馆,红荔西路7002号第壹世界广场B座5层,广东省,深圳市,福田区,114.0427545,22.55081045
龙腾虎跃跆拳道,体育休闲服务,运动场馆,跆拳道场馆,商报东路139号景鹏大厦小区内1栋旁边,广东省,深圳市,福田区,114.0412433,22.55933503
福田区天健文化广场全民健身活动点,体育休闲服务,体育休闲服务场所,体育休闲服务场所,景田南五街与红荔西路交叉口西北200米,广东省,深圳市,福田区,114.038199,22.55055457
福田区环与溪广场,体育休闲服务,运动场馆,户外健身场所,莲花路1120号附近,广东省,深圳市,福田区,114.0460938,22.56018174
莲花湖-垂钓区,体育休闲服务,体育休闲服务场所,体育休闲服务场所,红荔路6030号(儿童医院对面)莲花山公园内,广东省,深圳市,福田区,114.0511033,22.55689937
智立方,体育休闲服务,体育休闲服务场所,体育休闲服务场所,福中一路2014号中心书城2楼N233号铺,广东省,深圳市,福田区,114.054244,22.5507643
DsFIT迪思健身(莲花店),体育休闲服务,运动场馆,健身中心,笋岗西路美莲大厦A座1楼,广东省,深圳市,福田区,114.0651442,22.55716769
动力时尚健身会,体育休闲服务,体育休闲服务场所,体育休闲服务场所,笋岗西路美莲大厦A栋,广东省,深圳市,福田区,114.0648803,22.55745599
网格中心,体育休闲服务,体育休闲服务场所,体育休闲服务场所,莲花一村17栋3楼,广东省,深圳市,福田区,114.0650822,22.55733175
引爆互联网,体育休闲服务,体育休闲服务场所,体育休闲服务场所,金田路4036号荣超大厦902,广东省,深圳市,福田区,114.0584787,22.55086044
万胜跆拳馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,华富街道红荔西路5003-3-2刘老根大舞台一楼,广东省,深圳市,福田区,114.0657123,22.55050651
万胜武道馆,体育休闲服务,运动场馆,运动场所,红荔路莲花三村现代苑一楼,广东省,深圳市,福田区,114.0653555,22.55084493
龙人跆拳道,体育休闲服务,体育休闲服务场所,体育休闲服务场所,红荔路与金田路交叉口西南100米,广东省,深圳市,福田区,114.0572319,22.55043942
社区党群服务中心残疾人活动室,体育休闲服务,体育休闲服务场所,体育休闲服务场所,皇岗路与莲心路交叉口西南200米,广东省,深圳市,福田区,114.0665286,22.55413525
武林小将武术馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,园岭街道百花四路平安银行三楼,广东省,深圳市,福田区,114.0832561,22.55410369
护明德居家养老,体育休闲服务,体育休闲服务场所,体育休闲服务场所,园岭街道百花四路8号长城二花园4栋A座首层,广东省,深圳市,福田区,114.0828759,22.55523677
精英健身私教工作室,体育休闲服务,体育休闲服务场所,体育休闲服务场所,华强北路圣廷苑酒店世纪楼首层02号03单元,广东省,深圳市,福田区,114.0823989,22.5537951
华联集团老干部活动室,体育休闲服务,体育休闲服务场所,体育休闲服务场所,华新街13,广东省,深圳市,福田区,114.0805256,22.55317312
深影会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,华强北街道华强北圣廷苑酒店主楼二楼,广东省,深圳市,福田区,114.0828391,22.55231801
新世纪酒店健身中心,体育休闲服务,运动场馆,健身中心,华强北路(电话是错的),广东省,深圳市,福田区,114.0813758,22.55232472
星河儿童运动成长中心,体育休闲服务,运动场馆,运动场所,华强北路3011-2号附近,广东省,深圳市,福田区,114.0805408,22.55089428
Gym Plus炼加健身圈,体育休闲服务,运动场馆,健身中心,红荔路群星广场A座722室,广东省,深圳市,福田区,114.082138,22.55091945
刘博伟桌游(华新店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,振兴路150号上步工业区201栋1层咖咖旅果,广东省,深圳市,福田区,114.0798497,22.55134264
正佳国际影城(华新地铁店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,时尚mego新街01号,广东省,深圳市,福田区,114.0784246,22.55186349
深圳游泳馆训练馆,体育休闲服务,运动场馆,运动场所,笋岗西路与黄木岗立交桥交叉口西北100米,广东省,深圳市,福田区,114.0849012,22.55921162
深圳中泳体育公馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,百花五路30号附近,广东省,深圳市,福田区,114.0861059,22.55466859
新蒲江桌球棋牌俱乐部(华强北路店),体育休闲服务,运动场馆,台球厅,华强北路3011华强北外贸城4层,广东省,深圳市,福田区,114.0812819,22.55098988
超星系健身工作室(华强北店),体育休闲服务,运动场馆,健身中心,红荔路群星广场A座34楼15-18室(华新地铁站B出口),广东省,深圳市,福田区,114.082119,22.55106145
冯生LEH台球俱乐部,体育休闲服务,运动场馆,台球厅,红荔路群星广场C座24楼,广东省,深圳市,福田区,114.0834793,22.55094084
行学跆拳道会(行学会百花分馆),体育休闲服务,运动场馆,运动场所,百花四路长安花园裙楼首层,广东省,深圳市,福田区,114.0856878,22.55504669
潮会,体育休闲服务,体育休闲服务场所,体育休闲服务场所,红荔路华村交行大厦二楼,广东省,深圳市,福田区,114.0801126,22.55197944
希瓦瑜伽会馆(华强北路店),体育休闲服务,运动场馆,健身中心,华强北路4002号圣廷苑酒店4楼,广东省,深圳市,福田区,114.0826951,22.55214209
乒乓球室,体育休闲服务,运动场馆,乒乓球馆,百花五路核电花园八栋1楼,广东省,深圳市,福田区,114.0861601,22.55328268
中体赫普斯体育兴趣开发机构,体育休闲服务,体育休闲服务场所,体育休闲服务场所,体育大厦1楼,广东省,深圳市,福田区,114.0830487,22.55907437
力美健群星会所(力美健深圳群星旗舰店),体育休闲服务,运动场馆,健身中心,群星广场4层,广东省,深圳市,福田区,114.0828152,22.55107112
杰正跆拳道馆(华强北店),体育休闲服务,运动场馆,跆拳道场馆,华强北路4002号圣庭苑酒店东座三楼,广东省,深圳市,福田区,114.082573,22.55222614
深圳市体质测定与运动健身指导站,体育休闲服务,运动场馆,健身中心,笋岗西路2008号附近,广东省,深圳市,福田区,114.0832347,22.55927427
深圳体育馆篮球训练基地游泳馆分部,体育休闲服务,运动场馆,篮球场馆,华富路与泥岗西路交叉口东南100米,广东省,深圳市,福田区,114.0834607,22.5601301
深圳市体育馆壁球馆,体育休闲服务,运动场馆,壁球场,笋岗西路深圳市体育馆深圳游泳跳水馆内,广东省,深圳市,福田区,114.084466,22.55962374
深圳体育馆,体育休闲服务,运动场馆,综合体育馆,笋岗西路2006号,广东省,深圳市,福田区,114.0888549,22.55985749
希瓦瑜伽(百花新天地店),体育休闲服务,运动场馆,健身中心,百花二路5号百花商业城4层,广东省,深圳市,福田区,114.0893705,22.55439885
港龙桌球城(八卦一路店),体育休闲服务,运动场馆,台球厅,八卦一路5栋4层,广东省,深圳市,福田区,114.095069,22.56031216
飞瑜瑜伽健身会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,百花一路百花商业城5楼南宇兄弟酒业,广东省,深圳市,福田区,114.0894215,22.55439784
飞龙跆拳道,体育休闲服务,运动场馆,跆拳道场馆,园岭新村66栋1楼110号,广东省,深圳市,福田区,114.09203,22.55614144
广东省级青少年体育俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,园岭四街53号附近,广东省,深圳市,福田区,114.093472,22.55597144
FPC健身攻房(园岭店),体育休闲服务,运动场馆,健身中心,园岭中路万佳购物广场3层(新一佳超市原址),广东省,深圳市,福田区,114.0944768,22.55508756
健身攻房预售现场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,圆岭中路万佳购物广场(原新一佳),广东省,深圳市,福田区,114.0945369,22.55474859
FPC攻房健身俱乐部,体育休闲服务,运动场馆,健身中心,园岭中路新一佳超市3层,广东省,深圳市,福田区,114.0944498,22.55496156
恒道馆(百花店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,园岭街道百花二路32号,广东省,深圳市,福田区,114.0874345,22.55476622
福田区园岭街道社区体育活动站,体育休闲服务,运动场馆,运动场所,园岭西路6号,广东省,深圳市,福田区,114.0918969,22.55544351
深圳市体育馆服务总台,体育休闲服务,体育休闲服务场所,体育休闲服务场所,笋岗路,广东省,深圳市,福田区,114.0895193,22.55898745
精英健身(体育馆店),体育休闲服务,运动场馆,健身中心,体育中心1-4,广东省,深圳市,福田区,114.0884937,22.5592976
深圳市体育馆篮球训练基地,体育休闲服务,运动场馆,篮球场馆,上步中路与笋岗西路交叉口西北200米,广东省,深圳市,福田区,114.0895633,22.55904344
优等氧吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,园岭三街与园岭四街交叉口西北100米,广东省,深圳市,福田区,114.0955488,22.55436671
沈楠乒乓,体育休闲服务,运动场馆,乒乓球馆,百花二路28号附近,广东省,深圳市,福田区,114.0872364,22.55470227
长城社区党员活动室,体育休闲服务,体育休闲服务场所,体育休闲服务场所,百花三路7号附近,广东省,深圳市,福田区,114.0870732,22.55647017
博弈围棋俱乐部(百花),体育休闲服务,体育休闲服务场所,体育休闲服务场所,百花四路长乐花园A栋一楼,广东省,深圳市,福田区,114.0864469,22.55706829
AB专业健身会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,八卦一路盛世鹏程群四栋海王星辰药店二楼,广东省,深圳市,福田区,114.0924841,22.55948115
益天颐添俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,园东花园南门2号1F-55号,广东省,深圳市,福田区,114.0960481,22.55550168
贵宾厅,体育休闲服务,体育休闲服务场所,体育休闲服务场所,上步北路与八卦二路交叉口南150米,广东省,深圳市,福田区,114.089083,22.55929649
